id,progressionId,appliesTo,appliesToId,appliesToSubId,formulaParamsId,groupingId,type,value,bonusType,displayInDetail,filterType
4815,18498,14,12,,,1,3,0,,true,
4818,18498,14,13,,,1,3,0,,true,
4821,18498,14,14,,,1,3,0,,true,
4824,18498,14,16,,,1,3,0,,true,
4827,18498,14,15,,,1,3,0,,true,
4830,18498,14,17,,,1,3,0,,true,
4833,18498,14,18,,,1,3,0,,true,
4836,18498,14,19,,,1,3,0,,true,
4839,18498,14,20,,,1,3,0,,true,
4842,18507,0,1,,,1,0,2,,true,
4845,18507,0,4,,,1,0,-2,,true,
4848,18507,0,6,,,1,0,-2,,true,
4851,18510,15,5,,,1,3,0,,true,
4854,18510,15,17,,,1,3,0,,true,
4857,18513,14,6,,,1,3,0,,true,
4860,18513,14,10,,,1,3,0,,true,
4863,18513,14,13,,,1,3,0,,true,
4866,18513,14,12,,,1,3,0,,true,
4869,18513,14,1,,,1,3,0,,true,
4872,18516,1,4,,,1,0,2,12,true,
4875,18516,1,30,,,1,0,2,12,true,
4878,18516,1,18,,,1,0,2,12,true,
4881,18519,1,29,,,0,0,2,12,true,
4884,18522,2,-1,2,,0,0,,3,true,
4887,18525,2,-1,1,,0,0,0,12,true,
4890,18528,4,,,,0,0,1,12,true,
4893,18531,0,2,,,1,0,2,,true,
4896,18531,0,1,,,1,0,-2,,true,
4899,18534,15,5,,,1,3,0,,true,
4902,18534,15,14,,,1,3,0,,true,
4905,18537,14,8,,,1,3,0,,true,
4908,18537,14,9,,,1,3,0,,true,
4911,18537,14,11,,,1,3,0,,true,
4914,18537,14,12,,,1,3,0,,true,
4917,18537,14,17,,,1,3,0,,true,
5253,18660,0,2,,,1,0,2,,true,
5256,18660,0,4,,,1,0,2,,true,
5259,18660,0,6,,,1,0,-2,,true,
5262,18663,15,5,,,1,3,0,,true,
5265,18663,15,16,,,1,3,0,,true,
5268,18666,14,6,,,1,3,0,,true,
5271,18666,14,8,,,1,3,0,,true,
5274,18666,14,9,,,1,3,0,,true,
5277,18666,14,11,,,1,3,0,,true,
5280,18666,14,12,,,1,3,0,,true,
5283,18666,14,14,,,1,3,0,,true,
5286,18666,14,17,,,1,3,0,,true,
5289,18672,1,3,,,1,0,2,12,true,
5292,18672,1,16,,,1,0,2,12,true,
5295,18675,27,567,,,1,3,0,,true,
5298,18675,10,1,,,1,1,1,,true,
5301,18678,28,5,,,1,0,5,,true,
5304,18678,28,7,,,1,0,5,,true,
5307,18678,28,4,,,1,0,5,,true,
5463,18747,0,2,,,1,0,4,,true,
5466,18747,0,6,,,1,0,2,,true,
5469,18750,15,5,,,1,3,0,,true,
5472,18750,15,21,,,1,3,0,,true,
5475,18753,14,6,,,1,3,0,,true,
5478,18753,14,13,,,1,3,0,,true,
5481,18753,14,14,,,1,3,0,,true,
5484,18753,14,18,,,1,3,0,,true,
5487,18759,1,29,,,1,0,2,12,true,
5490,18759,1,30,,,1,0,2,12,true,
5493,18762,3,,,,0,0,1,10,true,
5535,18798,10,1,,1878,0,1,3,,true,
5574,18849,1,19,-1,,0,3,0,,true,
5577,18852,30,3,,,0,0,1,,true,
5580,18855,1,51,,1893,0,0,0,,true,
5583,18858,29,30,,,0,3,0,,true,
5790,18927,15,5,,,1,3,0,,true,
5793,18930,14,2,,,1,3,0,,true,
5796,18930,14,3,,,1,3,0,,true,
5799,18930,14,4,,,1,3,0,,true,
5802,18930,14,6,,,1,3,0,,true,
5805,18930,14,8,,,1,3,0,,true,
5808,18930,14,9,,,1,3,0,,true,
5811,18930,14,10,,,1,3,0,,true,
5814,18930,14,11,,,1,3,0,,true,
5817,18930,14,12,,,1,3,0,,true,
5820,18930,14,1,,,1,3,0,,true,
5823,18930,14,13,,,1,3,0,,true,
5826,18930,14,14,,,1,3,0,,true,
5829,18930,14,15,,,1,3,0,,true,
5832,18930,14,16,,,1,3,0,,true,
5835,18930,14,17,,,1,3,0,,true,
5838,18930,14,18,,,1,3,0,,true,
5841,18930,14,19,,,1,3,0,,true,
5844,18930,14,20,,,1,3,0,,true,
5858,18941,21,,,,0,5,1,,true,
5861,18944,31,,,1913,1,5,1,,true,
5864,18944,31,,,,1,5,4,,true,
5867,18947,21,,,1916,0,5,1,,true,1
5870,18950,1,29,,,0,0,2,,true,
5873,18950,1,35,,,0,0,2,,true,
5876,18950,1,40,,,0,0,2,,true,
5879,18965,2,-1,2,,0,0,,12,true,
5882,18968,36,2,105,,0,3,0,,true,
5885,18968,36,2,111,,0,3,0,,true,
5888,18968,36,2,162,,0,3,0,,true,
5891,18968,36,2,168,,0,3,0,,true,
5894,18968,36,2,171,,0,3,0,,true,
5897,18968,36,2,174,,0,3,0,,true,
5933,19028,3,,,,0,0,4,0,true,
6410,19277,1,3,,,1,3,0,,true,
6413,19277,1,5,,,1,3,0,,true,
6416,19277,1,33,,,1,3,0,,true,
6419,19277,1,39,,,1,3,0,,true,
6422,19277,1,6,-1,,1,3,0,,true,
6425,19277,1,19,1,,1,3,0,,true,
6428,19280,36,1,-1,,1,3,0,,true,
6431,19283,34,,,,0,5,0,,true,
6434,19292,29,,,,1,5,0,,true,
6437,19292,29,,,,1,5,0,,true,
6440,19301,1,5,,,1,3,0,,true,
6443,19301,1,8,,,1,3,0,,true,
6446,19301,1,15,,,1,3,0,,true,
6449,19301,1,33,,,1,3,0,,true,
6452,19301,1,39,,,1,3,0,,true,
6455,19301,1,6,-1,,1,3,0,,true,
6458,19301,1,19,1,,1,3,0,,true,
6461,19301,1,19,5,,1,3,0,,true,
6464,19301,1,19,9,,1,3,0,,true,
6467,19301,1,19,10,,1,3,0,,true,
6470,19304,36,1,-1,,1,3,0,,true,
6473,19304,36,4,-1,,1,3,0,,true,
6476,19304,36,5,-1,,1,3,0,,true,
6479,19304,36,6,-1,,1,3,0,,true,
6482,19304,36,7,-1,,1,3,0,,true,
6485,19307,10,1,,1970,0,1,3,,true,
6488,19310,14,1,,,0,3,0,,true,
6491,19310,14,4,,,0,3,0,,true,
6494,19310,14,16,,,0,3,0,,true,
6497,19322,32,,,,0,5,0,,true,
6500,19325,14,18,,,0,3,0,,true,
6503,19325,15,7,,,0,3,0,,true,
6506,19328,1,19,7,,1,0,2,,true,
6509,19328,1,41,,,1,0,2,,true,
6512,19334,2,-1,4,,0,0,0,,true,
6515,19355,10,1,,1973,0,1,0,,true,
6518,19355,22,,,1976,0,3,0,,true,
6521,19355,23,,,1979,0,3,0,,true,
6524,19358,1,48,,1982,0,0,0,,true,
6527,19364,1,5,,,1,3,0,,true,
6530,19364,1,8,,,1,3,0,,true,
6533,19364,1,14,,,1,3,0,,true,
6536,19364,1,15,,,1,3,0,,true,
6539,19364,1,29,,,1,3,0,,true,
6542,19364,1,33,,,1,3,0,,true,
6545,19364,1,34,,,1,3,0,,true,
6548,19364,1,39,,,1,3,0,,true,
6551,19364,1,40,,,1,3,0,,true,
6554,19364,1,41,,,1,3,0,,true,
6557,19364,1,42,,,1,3,0,,true,
6560,19364,1,6,-1,,1,3,0,,true,
6563,19364,1,19,7,,1,3,0,,true,
6566,19367,36,1,24,,1,3,0,,true,
6569,19367,36,1,9,,1,3,0,,true,
6572,19367,36,1,54,,1,3,0,,true,
6575,19367,36,1,39,,1,3,0,,true,
6578,19367,36,2,114,,1,3,0,,true,
6581,19367,36,1,21,,1,3,0,,true,
6584,19367,36,1,33,,1,3,0,,true,
6587,19367,36,1,63,,1,3,0,,true,
6590,19367,36,1,42,,1,3,0,,true,
6593,19367,36,4,-1,,1,3,0,,true,
6596,19367,36,5,-1,,1,3,0,,true,
6599,19367,36,7,-1,,1,3,0,,true,
6602,19370,10,1,,1985,0,1,1,,true,
6605,19370,23,5,,,0,3,0,,true,
6608,19370,22,7,,1988,0,3,0,,true,
6611,19382,2,-1,4,,0,0,0,3,true,
6614,19388,2,-1,0,1991,0,0,0,,true,
6617,19400,18,,,1994,0,1,0,,true,
6620,19406,10,2,,1997,0,1,1,,true,
6623,19409,10,1,,2000,0,1,1,,true,
6626,19409,4,,,2003,0,0,0,,true,
6629,19409,5,,,2006,0,0,1,,true,
6632,19415,10,1,,2009,0,1,3,,true,
6635,19418,1,5,,,1,3,0,,true,
6638,19418,1,8,,,1,3,0,,true,
6641,19418,1,14,,,1,3,0,,true,
6644,19418,1,15,,,1,3,0,,true,
6647,19418,1,26,,,1,3,0,,true,
6650,19418,1,33,,,1,3,0,,true,
6653,19418,1,34,,,1,3,0,,true,
6656,19418,1,36,,,1,3,0,,true,
6659,19418,1,6,-1,,1,3,0,,true,
6662,19418,1,19,8,,1,3,0,,true,
6665,19418,1,19,9,,1,3,0,,true,
6668,19421,36,1,-1,,1,3,0,,true,
6671,19421,36,2,-1,,1,3,0,,true,
6674,19421,36,4,-1,,1,3,0,,true,
6677,19421,36,5,-1,,1,3,0,,true,
6680,19421,36,6,-1,,1,3,0,,true,
6683,19421,36,7,-1,,1,3,0,,true,
6686,19427,32,,,,0,5,0,,true,
6689,19433,25,1419,,,1,5,1,,true,
6692,19433,25,1422,,,1,5,1,,true,
6695,19436,21,,,,0,5,1,,true,
6698,19436,21,,,,0,5,1,,true,
6701,19439,21,78,,,0,3,0,,true,
6704,19442,23,,,2012,0,5,1,,true,
6707,19442,23,,,2015,0,6,1,,true,
6710,19454,21,297,,,0,3,0,,true,
6713,19457,1,48,,2018,0,0,0,,true,
6716,19463,1,4,,,1,3,0,,true,
6719,19463,1,5,,,1,3,0,,true,
6722,19463,1,14,,,1,3,0,,true,
6725,19463,1,15,,,1,3,0,,true,
6728,19463,1,16,,,1,3,0,,true,
6731,19463,1,18,,,1,3,0,,true,
6734,19463,1,29,,,1,3,0,,true,
6737,19463,1,30,,,1,3,0,,true,
6740,19463,1,33,,,1,3,0,,true,
6743,19463,1,34,,,1,3,0,,true,
6746,19463,1,35,,,1,3,0,,true,
6749,19463,1,40,,,1,3,0,,true,
6752,19463,1,41,,,1,3,0,,true,
6755,19463,1,42,,,1,3,0,,true,
6758,19463,1,45,,,1,3,0,,true,
6761,19463,1,6,-1,,1,3,0,,true,
6764,19463,1,19,3,,1,3,0,,true,
6767,19463,1,19,4,,1,3,0,,true,
6770,19463,1,19,7,,1,3,0,,true,
6773,19466,36,1,-1,,1,3,0,,true,
6776,19466,36,2,-1,,1,3,0,,true,
6779,19466,36,4,-1,,1,3,0,,true,
6782,19466,36,7,-1,,1,3,0,,true,
6824,19529,1,10,,,0,0,2,,true,
6827,19529,1,12,,,1,0,2,,true,
6830,19535,1,37,,,0,0,2,,true,
6833,19535,1,45,,,1,0,2,,true,
6836,19541,1,1,,,0,0,2,,true,
6839,19541,1,7,,,1,0,2,,true,
6842,19559,36,3,,,0,3,,,true,
6845,19565,13,,,,0,0,4,,true,
6848,19568,13,,,,0,0,50,,true,
6851,19577,2,1,2,,0,0,,,true,
6854,19580,26,,,,0,0,1,,true,
6857,19583,30,,,,0,0,2,,true,
6860,19589,4,,,,0,0,1,,true,
6863,19592,5,,,,0,0,2,,true,
6866,19604,13,,,,0,0,2,,true,
6872,19634,30,,,,0,0,1,,true,
6875,19640,13,,,,0,0,4,,true,
6878,19643,1,13,,,0,0,2,,true,
6881,19643,1,35,,,1,0,2,,true,
6884,19646,2,2,2,,0,0,,,true,
6887,19652,2,3,2,,0,0,,,true,
6890,19655,1,39,,,0,0,2,,true,
6893,19655,1,44,,,1,0,2,,true,
6896,19661,36,2,,,0,3,,,true,
6899,19679,1,8,,,0,0,2,,true,
6902,19679,1,36,,,1,0,2,,true,
6905,19682,1,9,,,0,0,2,,true,
6908,19682,1,31,,,1,0,2,,true,
6911,19685,1,3,,,0,0,2,,true,
6914,19685,1,17,,,1,0,2,,true,
6917,19718,1,15,,,0,0,2,,true,
6920,19718,1,41,,,1,0,2,,true,
6923,19721,36,7,,,0,3,,,true,
6926,19730,36,1,,,0,3,,,true,
6929,19733,1,,,,0,0,3,,true,
6932,19754,1,16,,,0,0,2,,true,
6935,19754,1,30,,,1,0,2,,true,
6947,19787,5,,,,0,0,2,,true,
6956,19841,1,18,,,0,0,2,,true,
6959,19841,1,43,,,1,0,2,,true,
6962,19844,1,2,,,0,0,2,,true,
6965,19844,1,11,,,1,0,2,,true,
6968,19847,1,29,,,0,0,2,,true,
6971,19847,1,40,,,1,0,2,,true,
6974,19850,36,6,,,0,3,,,true,
6977,19853,1,14,,,0,0,2,,true,
6980,19853,1,34,,,1,0,2,,true,
6983,19856,36,4,,,0,3,,,true,
6986,19859,36,5,,,0,3,,,true,
6989,19862,1,4,,,0,0,2,,true,
6992,19862,1,42,,,1,0,2,,true,
6998,19913,1,29,,,0,0,3,,true,
7001,19916,1,30,,,0,0,3,,true,
7004,19919,1,40,,,0,0,3,,true,
7007,19922,1,4,,,0,0,3,,true,
7010,19925,1,40,,,0,0,3,,true,
7013,19928,2,1,2,,0,0,,,true,
7016,19931,1,1,,,0,0,3,,true,
7019,19934,1,3,,,0,0,3,,true,
7022,19937,33,,,,0,0,3,,true,
7025,19940,2,3,2,,0,0,,,true,
7028,19943,1,5,,,0,0,4,,true,
7082,19976,37,,,,1,5,3,,true,
7085,19976,37,,,2030,1,5,2,,true,
7121,19991,21,,,2033,0,5,1,,true,2
7124,19994,34,,,,0,5,0,,true,
7127,19997,21,243,,,0,3,0,,true,
7130,20000,37,,,,1,5,3,,true,
7133,20000,37,,,2039,1,5,2,,true,
7136,20000,37,0,-1,,0,3,0,,true,
7139,20003,14,6,,,0,3,0,,true,
7145,20012,21,,,2045,0,5,1,,true,
7148,20015,0,,,2048,0,5,1,,true,
7151,20018,7,,,,0,0,4,,true,
7154,20021,4,,1,,0,0,2,,true,
7157,20021,4,,2,,1,0,6,,true,
7160,20024,4,,,,0,0,1,,true,
8783,20567,38,8708,,,0,4,,,true,
8786,20567,39,6,,,0,4,,,true,
8789,20567,40,2,,,0,4,,,true,
8792,20570,38,8711,,,0,4,,,true,
8801,20573,38,8714,,,0,4,,,true,
8810,20576,38,8717,,,0,4,,,true,
8819,20579,38,8720,,,0,4,,,true,
8828,20582,38,8723,,,0,4,,,true,
8837,20585,38,8726,,,0,4,,,true,
8846,20588,38,8729,,,0,4,,,true,
8855,20591,38,8732,,,0,4,,,true,
8864,20594,38,8735,,,0,4,,,true,
8873,20597,38,8738,,,0,4,,,true,
8882,20600,38,8741,,,0,4,,,true,
8891,20603,38,8744,,,0,4,,,true,
8900,20606,38,8747,,,0,4,,,true,
8909,20609,38,8750,,,0,4,,,true,
8918,20612,38,8753,,,0,4,,,true,
8927,20615,38,8756,,,0,4,,,true,
8936,20618,38,8759,,,0,4,,,true,
8945,20621,38,8762,,,0,4,,,true,
8954,20624,38,8765,,,0,4,,,true,
8963,20627,38,8768,,,0,4,,,true,
8966,20627,39,6,,,0,4,,,true,
8969,20627,40,2,,,0,4,,,true,
8972,20630,38,8771,,,0,4,,,true,
8981,20633,38,8774,,,0,4,,,true,
8990,20636,38,8777,,,0,4,,,true,
8999,20639,38,8780,,,0,4,,,true,
9008,20642,38,8783,,,0,4,,,true,
9017,20645,38,8786,,,0,4,,,true,
9026,20648,38,8789,,,0,4,,,true,
9035,20651,38,8792,,,0,4,,,true,
9044,20654,38,8795,,,0,4,,,true,
9053,20657,38,8798,,,0,4,,,true,
9062,20660,38,8801,,,0,4,,,true,
9071,20663,38,8804,,,0,4,,,true,
9080,20666,38,8807,,,0,4,,,true,
9089,20669,38,8810,,,0,4,,,true,
9098,20672,38,8813,,,0,4,,,true,
9107,20675,38,8816,,,0,4,,,true,
9116,20678,38,8819,,,0,4,,,true,
9125,20681,38,8822,,,0,4,,,true,
9134,20684,38,8825,,,0,4,,,true,
9143,20687,38,8828,,,0,4,,,true,
9146,20687,39,6,,,0,4,,,true,
9149,20687,40,2,,,0,4,,,true,
9152,20690,38,8831,,,0,4,,,true,
9161,20693,38,8834,,,0,4,,,true,
9170,20696,38,8837,,,0,4,,,true,
9179,20699,38,8840,,,0,4,,,true,
9188,20702,38,8843,,,0,4,,,true,
9197,20705,38,8846,,,0,4,,,true,
9206,20708,38,8849,,,0,4,,,true,
9215,20711,38,8852,,,0,4,,,true,
9224,20714,38,8855,,,0,4,,,true,
9233,20717,38,8858,,,0,4,,,true,
9242,20720,38,8861,,,0,4,,,true,
9251,20723,38,8864,,,0,4,,,true,
9260,20726,38,8867,,,0,4,,,true,
9269,20729,38,8870,,,0,4,,,true,
9278,20732,38,8873,,,0,4,,,true,
9287,20735,38,8876,,,0,4,,,true,
9296,20738,38,8879,,,0,4,,,true,
9305,20741,38,8882,,,0,4,,,true,
9314,20744,38,8885,,,0,4,,,true,
9323,20747,38,8888,,,0,4,,,true,
9326,20747,39,6,,,0,4,,,true,
9329,20747,40,2,,,0,4,,,true,
9332,20750,38,8891,,,0,4,,,true,
9341,20753,38,8894,,,0,4,,,true,
9350,20756,38,8897,,,0,4,,,true,
9359,20759,38,8900,,,0,4,,,true,
9368,20762,38,8903,,,0,4,,,true,
9377,20765,38,8906,,,0,4,,,true,
9386,20768,38,8909,,,0,4,,,true,
9395,20771,38,8912,,,0,4,,,true,
9404,20774,38,8915,,,0,4,,,true,
9413,20777,38,8918,,,0,4,,,true,
9422,20780,38,8921,,,0,4,,,true,
9431,20783,38,8924,,,0,4,,,true,
9440,20786,38,8927,,,0,4,,,true,
9449,20789,38,8930,,,0,4,,,true,
9458,20792,38,8933,,,0,4,,,true,
9467,20795,38,8936,,,0,4,,,true,
9476,20798,38,8939,,,0,4,,,true,
9485,20801,38,8942,,,0,4,,,true,
9494,20804,38,8945,,,0,4,,,true,
9503,20807,38,8948,,,0,4,,,true,
9506,20807,39,6,,,0,4,,,true,
9509,20807,40,2,,,0,4,,,true,
9512,20810,38,8951,,,0,4,,,true,
9521,20813,38,8954,,,0,4,,,true,
9530,20816,38,8957,,,0,4,,,true,
9539,20819,38,8960,,,0,4,,,true,
9548,20822,38,8963,,,0,4,,,true,
9557,20825,38,8966,,,0,4,,,true,
9566,20828,38,8969,,,0,4,,,true,
9575,20831,38,8972,,,0,4,,,true,
9584,20834,38,8975,,,0,4,,,true,
9593,20837,38,8978,,,0,4,,,true,
9602,20840,38,8981,,,0,4,,,true,
9611,20843,38,8984,,,0,4,,,true,
9620,20846,38,8987,,,0,4,,,true,
9629,20849,38,8990,,,0,4,,,true,
9638,20852,38,8993,,,0,4,,,true,
9647,20855,38,8996,,,0,4,,,true,
9656,20858,38,8999,,,0,4,,,true,
9665,20861,38,9002,,,0,4,,,true,
9674,20864,38,9005,,,0,4,,,true,
9683,20867,38,9008,,,0,4,,,true,
9686,20867,39,6,,,0,4,,,true,
9689,20867,40,2,,,0,4,,,true,
9692,20870,38,9011,,,0,4,,,true,
9701,20873,38,9014,,,0,4,,,true,
9710,20876,38,9017,,,0,4,,,true,
9719,20879,38,9020,,,0,4,,,true,
9728,20882,38,9023,,,0,4,,,true,
9737,20885,38,9026,,,0,4,,,true,
9746,20888,38,9029,,,0,4,,,true,
9755,20891,38,9032,,,0,4,,,true,
9764,20894,38,9035,,,0,4,,,true,
9773,20897,38,9038,,,0,4,,,true,
9782,20900,38,9041,,,0,4,,,true,
9791,20903,38,9044,,,0,4,,,true,
9800,20906,38,9047,,,0,4,,,true,
9809,20909,38,9050,,,0,4,,,true,
9818,20912,38,9053,,,0,4,,,true,
9827,20915,38,9056,,,0,4,,,true,
9836,20918,38,9059,,,0,4,,,true,
9845,20921,38,9062,,,0,4,,,true,
9854,20924,38,9065,,,0,4,,,true,
9863,20927,38,9068,,,0,4,,,true,
9866,20927,39,6,,,0,4,,,true,
9869,20927,40,2,,,0,4,,,true,
9872,20930,38,9071,,,0,4,,,true,
9881,20933,38,9074,,,0,4,,,true,
9890,20936,38,9077,,,0,4,,,true,
9899,20939,38,9080,,,0,4,,,true,
9908,20942,38,9083,,,0,4,,,true,
9917,20945,38,9086,,,0,4,,,true,
9926,20948,38,9089,,,0,4,,,true,
9935,20951,38,9092,,,0,4,,,true,
9944,20954,38,9095,,,0,4,,,true,
9953,20957,38,9098,,,0,4,,,true,
9962,20960,38,9101,,,0,4,,,true,
9971,20963,38,9104,,,0,4,,,true,
9980,20966,38,9107,,,0,4,,,true,
9989,20969,38,9110,,,0,4,,,true,
9998,20972,38,9113,,,0,4,,,true,
10007,20975,38,9116,,,0,4,,,true,
10016,20978,38,9119,,,0,4,,,true,
10025,20981,38,9122,,,0,4,,,true,
10034,20984,38,9125,,,0,4,,,true,
10043,20987,38,9128,,,0,4,,,true,
